1.996000000000000000e+03,1.997000000000000000e+03,1.998000000000000000e+03,1.999000000000000000e+03,2.000000000000000000e+03,2.001000000000000000e+03,2.002000000000000000e+03,2.003000000000000000e+03,2.004000000000000000e+03,2.005000000000000000e+03,2.006000000000000000e+03,2.007000000000000000e+03,2.008000000000000000e+03
nan,7.810000000000000000e+02,6.520000000000000000e+02,7.770000000000000000e+02,2.700000000000000000e+02,5.640000000000000000e+02,1.650000000000000000e+02,3.410000000000000000e+02,2.740000000000000000e+02,5.860000000000000000e+02,5.150000000000000000e+02,2.570000000000000000e+02,2.670000000000000000e+02
nan,7.350000000000000000e+02,9.450000000000000000e+02,8.330000000000000000e+02,4.980000000000000000e+02,6.000000000000000000e+00,1.860000000000000000e+02,1.650000000000000000e+02,2.120000000000000000e+02,4.400000000000000000e+02,1.013000000000000000e+03,3.200000000000000000e+02,2.180000000000000000e+02
nan,6.010000000000000000e+02,9.150000000000000000e+02,6.160000000000000000e+02,5.640000000000000000e+02,1.840000000000000000e+02,2.930000000000000000e+02,3.330000000000000000e+02,3.250000000000000000e+02,4.990000000000000000e+02,5.990000000000000000e+02,2.110000000000000000e+02,2.320000000000000000e+02
nan,3.710000000000000000e+02,2.230000000000000000e+02,4.220000000000000000e+02,3.230000000000000000e+02,1.650000000000000000e+02,3.370000000000000000e+02,2.060000000000000000e+02,4.100000000000000000e+02,4.900000000000000000e+02,1.166000000000000000e+03,1.050000000000000000e+02,3.800000000000000000e+02
nan,1.180000000000000000e+02,3.140000000000000000e+02,7.840000000000000000e+02,5.610000000000000000e+02,6.480000000000000000e+02,2.320000000000000000e+02,2.970000000000000000e+02,4.720000000000000000e+02,5.930000000000000000e+02,8.780000000000000000e+02,2.030000000000000000e+02,2.730000000000000000e+02
nan,5.050000000000000000e+02,4.380000000000000000e+02,8.870000000000000000e+02,4.660000000000000000e+02,6.480000000000000000e+02,2.300000000000000000e+02,3.890000000000000000e+02,4.280000000000000000e+02,6.610000000000000000e+02,6.580000000000000000e+02,1.890000000000000000e+02,3.340000000000000000e+02
nan,5.150000000000000000e+02,9.970000000000000000e+02,8.700000000000000000e+02,2.880000000000000000e+02,3.400000000000000000e+01,4.160000000000000000e+02,3.430000000000000000e+02,2.980000000000000000e+02,4.940000000000000000e+02,7.480000000000000000e+02,2.970000000000000000e+02,2.130000000000000000e+02
nan,4.750000000000000000e+02,1.446000000000000000e+03,8.340000000000000000e+02,3.400000000000000000e+02,3.080000000000000000e+02,2.400000000000000000e+02,2.590000000000000000e+02,4.170000000000000000e+02,4.960000000000000000e+02,6.420000000000000000e+02,1.940000000000000000e+02,2.100000000000000000e+02
nan,8.010000000000000000e+02,9.090000000000000000e+02,6.470000000000000000e+02,2.360000000000000000e+02,8.100000000000000000e+01,3.450000000000000000e+02,1.590000000000000000e+02,1.780000000000000000e+02,4.450000000000000000e+02,7.340000000000000000e+02,2.900000000000000000e+02,1.840000000000000000e+02
nan,7.570000000000000000e+02,3.500000000000000000e+01,5.850000000000000000e+02,1.104000000000000000e+03,2.950000000000000000e+02,2.030000000000000000e+02,3.040000000000000000e+02,1.770000000000000000e+02,4.480000000000000000e+02,6.250000000000000000e+02,3.470000000000000000e+02,6.000000000000000000e+01
nan,8.030000000000000000e+02,8.530000000000000000e+02,9.020000000000000000e+02,5.730000000000000000e+02,3.060000000000000000e+02,2.370000000000000000e+02,2.030000000000000000e+02,3.570000000000000000e+02,6.080000000000000000e+02,7.670000000000000000e+02,nan,1.930000000000000000e+02
nan,3.350000000000000000e+02,9.050000000000000000e+02,6.640000000000000000e+02,2.740000000000000000e+02,2.890000000000000000e+02,1.890000000000000000e+02,2.640000000000000000e+02,3.410000000000000000e+02,6.290000000000000000e+02,nan,3.460000000000000000e+02,1.540000000000000000e+02
nan,6.650000000000000000e+02,1.531000000000000000e+03,7.380000000000000000e+02,4.030000000000000000e+02,2.410000000000000000e+02,1.090000000000000000e+02,2.920000000000000000e+02,1.710000000000000000e+02,7.880000000000000000e+02,nan,1.540000000000000000e+02,2.520000000000000000e+02
nan,6.210000000000000000e+02,1.620000000000000000e+02,8.930000000000000000e+02,2.770000000000000000e+02,9.900000000000000000e+01,2.740000000000000000e+02,3.280000000000000000e+02,2.990000000000000000e+02,5.550000000000000000e+02,3.940000000000000000e+02,2.750000000000000000e+02,2.360000000000000000e+02
